venue,innings,batting_team,bowling_team,runs_6overs,wickets,avg_rating_bats,avg_rating_bowls
"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Kolkata Knight Riders,50,37,8.125,9.5
"Sardar Patel Stadium, Motera",2,Kolkata Knight Riders,Rajasthan Royals,50,36,8.25,8.875
Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,50,38,7.75,8.6875
Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,64,39,8.25,8.5625
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,29,36,8.125,9.2
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,52,37,8.25,8.625
Barabati Stadium,1,Punjab Kings,Chennai Super Kings,38,38,8.1875,9.416666666666666
Barabati Stadium,2,Chennai Super Kings,Punjab Kings,46,37,8.333333333333334,9.25
"Sardar Patel Stadium, Motera",1,Sunrisers Hyderabad,Rajasthan Royals,50,36,8.25,9.25
"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Sunrisers Hyderabad,37,38,8.0,9.333333333333334
M Chinnaswamy Stadium,1,Punjab Kings,Royal Challengers Bangalore,64,44,8.333333333333334,8.375
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Punjab Kings,34,36,8.125,9.416666666666666
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,42,38,7.75,9.25
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,38,36,8.333333333333334,9.5
Arun Jaitley Stadium,1,Delhi Capitals,Sunrisers Hyderabad,52,37,8.416666666666666,9.0625
Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Capitals,44,30,8.0625,8.2
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,31,36,8.083333333333334,8.875
M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,45,37,8.125,8.75
Barabati Stadium,1,Punjab Kings,Kolkata Knight Riders,49,38,8.375,9.5
Barabati Stadium,2,Kolkata Knight Riders,Punjab Kings,55,37,8.25,9.25
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Mumbai Indians,43,38,8.25,8.65
Rajiv Gandhi International Stadium,2,Mumbai Indians,Sunrisers Hyderabad,38,36,7.75,9.5
JSCA International Stadium Complex,1,Rajasthan Royals,Chennai Super Kings,42,37,8.0,9.3125
JSCA International Stadium Complex,2,Chennai Super Kings,Rajasthan Royals,48,38,8.375,8.5
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,34,36,8.25,8.4375
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,46,38,8.3125,8.3125
Barabati Stadium,1,Mumbai Indians,Kolkata Knight Riders,37,40,7.8125,9.5
Barabati Stadium,2,Kolkata Knight Riders,Mumbai Indians,45,38,8.25,8.8125
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Punjab Kings,55,41,8.125,9.375
Rajiv Gandhi International Stadium,2,Punjab Kings,Sunrisers Hyderabad,86,36,8.5,9.0625
"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Delhi Capitals,52,36,8.166666666666666,8.4375
"Sardar Patel Stadium, Motera",2,Delhi Capitals,Rajasthan Royals,34,37,7.9375,8.625
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,41,39,7.916666666666667,9.5
Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,30,36,8.166666666666666,9.0
JSCA International Stadium Complex,1,Chennai Super Kings,Royal Challengers Bangalore,39,36,8.25,8.3125
JSCA International Stadium Complex,2,Royal Challengers Bangalore,Chennai Super Kings,17,36,8.25,9.25
Arun Jaitley Stadium,1,Delhi Capitals,Punjab Kings,55,40,8.0,8.833333333333334
Arun Jaitley Stadium,2,Punjab Kings,Delhi Capitals,66,42,8.5,9.333333333333334
"Sardar Patel Stadium, Motera",1,Mumbai Indians,Rajasthan Royals,42,38,7.75,8.875
"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Mumbai Indians,47,39,7.9375,8.625
Rajiv Gandhi International Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,25,36,8.0625,9.0
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,51,37,8.375,8.3125
Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,35,37,8.333333333333334,9.5
Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,52,37,8.25,9.4375
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Mumbai Indians,48,38,8.166666666666666,9.0
"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Punjab Kings,62,39,7.75,8.625
JSCA International Stadium Complex,1,Chennai Super Kings,Sunrisers Hyderabad,60,36,8.416666666666666,9.0
JSCA International Stadium Complex,2,Sunrisers Hyderabad,Chennai Super Kings,64,37,8.375,8.916666666666666
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,45,38,8.3125,8.625
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,36,36,8.0,9.5
Wankhede Stadium,1,Mumbai Indians,Delhi Capitals,65,37,7.75,9.0
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,47,36,8.0,8.875
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Rajasthan Royals,53,38,8.166666666666666,8.625
"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Punjab Kings,44,37,8.083333333333334,8.625
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,34,36,7.7,9.3125
M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,64,37,8.416666666666666,8.666666666666666
Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,49,38,8.083333333333334,9.5
Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,49,39,8.166666666666666,9.0
Wankhede Stadium,1,Rajasthan Royals,Mumbai Indians,35,37,8.0,8.4375
Wankhede Stadium,2,Mumbai Indians,Rajasthan Royals,71,37,7.8,9.0
"Punjab Cricket Association Stadium, Mohali",1,Delhi Capitals,Punjab Kings,44,36,8.0,9.083333333333334
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Delhi Capitals,48,38,8.25,8.833333333333334
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,55,37,8.166666666666666,8.8125
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,46,38,8.5,9.5
Brabourne Stadium,1,Mumbai Indians,Chennai Super Kings,53,36,7.75,9.416666666666666
Brabourne Stadium,2,Chennai Super Kings,Mumbai Indians,60,36,8.375,9.0
Wankhede Stadium,1,Punjab Kings,Chennai Super Kings,70,38,8.5,9.416666666666666
Wankhede Stadium,2,Chennai Super Kings,Punjab Kings,100,39,8.416666666666666,9.25
M Chinnaswamy Stadium,1,Punjab Kings,Kolkata Knight Riders,32,36,8.25,9.5
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Punjab Kings,59,38,8.166666666666666,9.25
Maharashtra Cricket Association Stadium,1,Punjab Kings,Kolkata Knight Riders,48,36,8.2,9.333333333333334
Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Punjab Kings,53,36,8.3125,9.25
"Sardar Patel Stadium, Motera",1,Chennai Super Kings,Rajasthan Royals,39,36,8.375,8.7
"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Chennai Super Kings,47,36,8.0,9.416666666666666
M Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,48,39,7.916666666666667,8.6875
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,33,43,8.0,8.875
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,34,39,7.6875,9.375
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,48,38,8.3125,8.583333333333334
"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Punjab Kings,43,38,8.0,9.25
"Sardar Patel Stadium, Motera",2,Punjab Kings,Rajasthan Royals,40,36,8.083333333333334,8.875
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,43,37,8.375,9.166666666666666
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,49,38,8.1875,9.15
M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,45,36,8.333333333333334,8.5625
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,38,36,7.6875,9.416666666666666
Arun Jaitley Stadium,1,Delhi Capitals,Mumbai Indians,45,40,7.75,8.875
Arun Jaitley Stadium,2,Mumbai Indians,Delhi Capitals,48,39,7.916666666666667,8.625
"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Royal Challengers Bangalore,48,38,8.125,8.6875
"Sardar Patel Stadium, Motera",2,Royal Challengers Bangalore,Rajasthan Royals,49,36,8.25,9.375
Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,37,37,7.85,9.5
Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,38,37,8.166666666666666,9.125
MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,59,38,8.375,8.583333333333334
MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,40,37,7.85,9.375
Maharashtra Cricket Association Stadium,1,Rajasthan Royals,Punjab Kings,35,36,8.125,9.166666666666666
Maharashtra Cricket Association Stadium,2,Punjab Kings,Rajasthan Royals,51,39,8.375,9.25
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,53,37,8.25,8.0625
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,41,36,8.0,9.0
MA Chidambaram Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,49,41,8.25,9.375
MA Chidambaram Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,46,36,8.416666666666666,9.375
Arun Jaitley Stadium,1,Delhi Capitals,Rajasthan Royals,51,37,7.75,8.8
Arun Jaitley Stadium,2,Rajasthan Royals,Delhi Capitals,42,36,8.083333333333334,9.083333333333334
Wankhede Stadium,1,Punjab Kings,Mumbai Indians,57,37,8.375,9.0
Wankhede Stadium,2,Mumbai Indians,Punjab Kings,17,37,7.85,9.25
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,47,40,8.0,9.5
M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,65,37,8.375,8.0625
"Sardar Patel Stadium, Motera",1,Mumbai Indians,Rajasthan Royals,31,36,7.9375,9.25
"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Mumbai Indians,42,37,8.083333333333334,9.0
Maharashtra Cricket Association Stadium,1,Punjab Kings,Delhi Capitals,41,37,8.416666666666666,8.583333333333334
Maharashtra Cricket Association Stadium,2,Delhi Capitals,Punjab Kings,47,39,7.75,9.25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,35,38,8.1875,9.0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,36,38,8.0,9.5
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,31,38,8.0,9.416666666666666
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,90,40,8.25,8.1875
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Sunrisers Hyderabad,40,39,7.75,9.5
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Sunrisers Hyderabad,Delhi Capitals,50,37,8.375,8.625
Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,46,40,7.916666666666667,9.5
Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,52,37,8.375,8.666666666666666
MA Chidambaram Stadium,1,Chennai Super Kings,Punjab Kings,54,37,8.333333333333334,8.9375
MA Chidambaram Stadium,2,Punjab Kings,Chennai Super Kings,39,37,7.9375,9.416666666666666
Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,38,40,7.6875,8.5625
Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,50,37,8.25,8.5625
"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Punjab Kings,56,36,8.166666666666666,9.25
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Sunrisers Hyderabad,36,41,7.8125,9.5
MA Chidambaram Stadium,1,Chennai Super Kings,Kolkata Knight Riders,53,37,8.333333333333334,9.5
MA Chidambaram Stadium,2,Kolkata Knight Riders,Chennai Super Kings,54,37,8.3125,9.4375
Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,69,38,8.208333333333334,9.125
Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,38,39,8.166666666666666,9.375
Arun Jaitley Stadium,1,Punjab Kings,Delhi Capitals,27,37,8.041666666666666,9.25
Arun Jaitley Stadium,2,Delhi Capitals,Punjab Kings,41,38,7.875,8.833333333333334
Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,47,38,7.916666666666667,9.0
Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,55,39,8.0,9.0625
M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,61,39,8.25,8.5
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,62,39,8.1875,9.125
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,76,37,8.375,8.916666666666666
Rajiv Gandhi International Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,54,37,8.375,9.1875
"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,Punjab Kings,51,36,8.125,9.1875
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Mumbai Indians,45,37,8.1875,9.0625
Brabourne Stadium,1,Rajasthan Royals,Delhi Capitals,43,39,8.0,9.0
Brabourne Stadium,2,Delhi Capitals,Rajasthan Royals,55,40,7.6875,9.25
MA Chidambaram Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,37,36,8.333333333333334,8.5625
MA Chidambaram Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,42,36,7.875,9.416666666666666
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,55,36,8.25,9.1875
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,33,38,7.95,8.75
Wankhede Stadium,1,Delhi Capitals,Mumbai Indians,44,37,7.75,8.875
Wankhede Stadium,2,Mumbai Indians,Delhi Capitals,41,39,7.916666666666667,9.083333333333334
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Punjab Kings,68,39,8.25,9.25
M Chinnaswamy Stadium,2,Punjab Kings,Royal Challengers Bangalore,34,37,8.041666666666666,8.833333333333334
Brabourne Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,56,37,8.25,9.1
Brabourne Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,36,36,8.125,9.5
Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,50,39,8.166666666666666,8.833333333333334
Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,36,38,7.5,9.333333333333334
MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,44,37,8.333333333333334,8.6875
MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,61,37,8.125,9.416666666666666
Eden Gardens,1,Punjab Kings,Kolkata Knight Riders,45,36,8.25,9.125
Eden Gardens,2,Kolkata Knight Riders,Punjab Kings,57,37,8.166666666666666,8.875
Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Capitals,41,38,8.0625,9.0
Shaheed Veer Narayan Singh International Stadium,2,Delhi Capitals,Sunrisers Hyderabad,49,36,7.833333333333333,9.125
Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,39,38,8.25,9.0625
Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,45,38,8.083333333333334,8.875
MA Chidambaram Stadium,1,Chennai Super Kings,Rajasthan Royals,36,37,8.375,9.0
MA Chidambaram Stadium,2,Rajasthan Royals,Chennai Super Kings,40,36,8.083333333333334,9.375
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Punjab Kings,56,37,8.375,8.625
Rajiv Gandhi International Stadium,2,Punjab Kings,Sunrisers Hyderabad,47,36,8.25,9.125
Shaheed Veer Narayan Singh International Stadium,1,Chennai Super Kings,Delhi Capitals,16,36,8.25,9.25
Shaheed Veer Narayan Singh International Stadium,2,Delhi Capitals,Chennai Super Kings,28,36,7.75,9.416666666666666
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Royal Challengers Bangalore,72,39,8.0,8.75
"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Punjab Kings,61,38,8.1875,8.625
Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,46,38,7.9375,9.5
Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,50,38,8.3125,8.875
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,68,39,8.25,8.75
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,83,36,8.05,9.15
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Chennai Super Kings,41,36,8.05,9.0
"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Punjab Kings,47,38,8.1875,8.375
Brabourne Stadium,1,Rajasthan Royals,Kolkata Knight Riders,66,36,8.0,9.375
Brabourne Stadium,2,Kolkata Knight Riders,Rajasthan Royals,53,40,8.3125,9.0
M Chinnaswamy Stadium,1,Delhi Capitals,Royal Challengers Bangalore,54,38,8.0,8.875
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Capitals,2,7,8.25,8.75
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Mumbai Indians,29,38,8.15,9.416666666666666
Rajiv Gandhi International Stadium,2,Mumbai Indians,Sunrisers Hyderabad,38,38,8.125,9.1875
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,48,39,8.125,9.5
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,54,38,8.1875,9.416666666666666
Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,41,38,8.25,9.375
Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,40,36,8.0625,8.833333333333334
JSCA International Stadium Complex,1,Royal Challengers Bangalore,Chennai Super Kings,29,36,8.1875,9.5
JSCA International Stadium Complex,2,Chennai Super Kings,Royal Challengers Bangalore,34,36,8.083333333333334,8.833333333333334
Eden Gardens,1,Mumbai Indians,Chennai Super Kings,61,37,8.083333333333334,9.125
Eden Gardens,2,Chennai Super Kings,Mumbai Indians,31,37,8.083333333333334,9.416666666666666
Wankhede Stadium,1,Mumbai Indians,Rising Pune Supergiants,37,40,8.0,9.0
Wankhede Stadium,2,Rising Pune Supergiants,Mumbai Indians,57,37,8.25,9.375
Eden Gardens,1,Delhi Capitals,Kolkata Knight Riders,35,38,8.041666666666666,8.833333333333334
Eden Gardens,2,Kolkata Knight Riders,Delhi Capitals,47,38,8.25,9.5
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Gujarat Lions,52,36,8.125,8.6875
Punjab Cricket Association IS Bindra Stadium,2,Gujarat Lions,Punjab Kings,57,38,8.25,9.0
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,49,38,8.25,9.25
M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,56,37,8.25,8.375
Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,40,38,8.166666666666666,9.25
Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,53,39,8.0,8.333333333333334
Saurashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,57,36,8.333333333333334,8.625
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,62,37,8.125,9.125
Arun Jaitley Stadium,1,Punjab Kings,Delhi Capitals,37,36,7.916666666666667,8.75
Arun Jaitley Stadium,2,Delhi Capitals,Punjab Kings,28,36,8.0,9.25
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,36,40,8.0625,9.5
Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,36,37,8.25,8.75
Wankhede Stadium,1,Mumbai Indians,Gujarat Lions,31,37,8.25,9.5
Wankhede Stadium,2,Gujarat Lions,Mumbai Indians,42,37,8.25,9.3125
Punjab Cricket Association IS Bindra Stadium,1,Rising Pune Supergiants,Punjab Kings,49,37,8.333333333333334,8.625
Punjab Cricket Association IS Bindra Stadium,2,Punjab Kings,Rising Pune Supergiants,50,38,8.125,9.333333333333334
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,63,36,8.25,9.333333333333334
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,51,39,8.0625,9.0
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,40,39,8.0625,8.625
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,33,38,8.25,8.75
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Kolkata Knight Riders,41,37,7.916666666666667,9.5
Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,Punjab Kings,65,38,8.25,8.9375
Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,49,36,8.25,9.25
Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,51,38,7.916666666666667,8.916666666666666
Saurashtra Cricket Association Stadium,1,Gujarat Lions,Sunrisers Hyderabad,50,36,8.25,8.5625
Saurashtra Cricket Association Stadium,2,Sunrisers Hyderabad,Gujarat Lions,63,39,8.375,9.0
Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rising Pune Supergiants,48,38,8.25,9.166666666666666
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Royal Challengers Bangalore,36,38,8.2,8.875
Arun Jaitley Stadium,1,Delhi Capitals,Mumbai Indians,41,39,8.0,9.3125
Arun Jaitley Stadium,2,Mumbai Indians,Delhi Capitals,52,36,7.916666666666667,9.0
Rajiv Gandhi International Stadium,1,Punjab Kings,Sunrisers Hyderabad,35,37,7.875,8.5625
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Punjab Kings,65,36,8.375,8.6875
Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,50,36,8.083333333333334,8.75
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,72,39,8.25,9.0625
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Kolkata Knight Riders,31,36,8.25,9.375
Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiants,59,40,8.25,8.916666666666666
Punjab Cricket Association IS Bindra Stadium,1,Mumbai Indians,Punjab Kings,39,37,7.916666666666667,9.25
Punjab Cricket Association IS Bindra Stadium,2,Punjab Kings,Mumbai Indians,40,36,8.0,9.25
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiants,27,36,8.0,8.833333333333334
Rajiv Gandhi International Stadium,2,Rising Pune Supergiants,Sunrisers Hyderabad,46,41,8.25,9.25
Arun Jaitley Stadium,1,Gujarat Lions,Delhi Capitals,71,36,8.25,9.333333333333334
Arun Jaitley Stadium,2,Delhi Capitals,Gujarat Lions,22,36,8.05,9.5
Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,59,36,8.25,8.75
Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,64,38,7.916666666666667,9.5
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,48,37,7.916666666666667,9.5
Maharashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,72,40,8.25,9.0625
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,37,37,8.15,8.833333333333334
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,43,36,8.3125,9.25
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,49,38,8.083333333333334,8.55
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,45,37,8.25,9.25
Saurashtra Cricket Association Stadium,1,Punjab Kings,Gujarat Lions,59,38,8.0,9.083333333333334
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Punjab Kings,36,37,8.125,8.75
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Mumbai Indians,54,37,7.916666666666667,9.3125
Maharashtra Cricket Association Stadium,2,Mumbai Indians,Rising Pune Supergiants,47,37,7.916666666666667,8.833333333333334
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,40,37,8.333333333333334,9.333333333333334
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,37,38,8.3125,8.9
Saurashtra Cricket Association Stadium,1,Gujarat Lions,Delhi Capitals,35,37,8.1,9.25
Saurashtra Cricket Association Stadium,2,Delhi Capitals,Gujarat Lions,61,37,8.25,9.0
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,40,36,8.25,8.9375
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,37,38,8.2,9.333333333333334
Arun Jaitley Stadium,1,Delhi Capitals,Rising Pune Supergiants,48,38,8.083333333333334,8.833333333333334
Arun Jaitley Stadium,2,Rising Pune Supergiants,Delhi Capitals,50,36,8.375,8.333333333333334
Rajiv Gandhi International Stadium,1,Gujarat Lions,Sunrisers Hyderabad,26,36,8.1,9.25
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Gujarat Lions,38,37,8.0625,9.083333333333334
M Chinnaswamy Stadium,1,Rising Pune Supergiants,Royal Challengers Bangalore,60,36,8.083333333333334,8.55
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiants,46,36,8.25,9.333333333333334
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Delhi Capitals,45,36,8.166666666666666,9.25
Punjab Cricket Association IS Bindra Stadium,2,Delhi Capitals,Punjab Kings,51,36,8.25,8.75
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Mumbai Indians,51,36,8.375,8.75
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,Sunrisers Hyderabad,32,36,8.035714285714286,9.0
Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,28,36,8.291666666666666,9.0
Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,46,37,8.333333333333334,9.375
Punjab Cricket Association IS Bindra Stadium,1,Royal Challengers Bangalore,Punjab Kings,56,37,8.25,8.95
Punjab Cricket Association IS Bindra Stadium,2,Punjab Kings,Royal Challengers Bangalore,50,38,8.333333333333334,8.6875
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiants,34,38,8.083333333333334,9.5
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Sunrisers Hyderabad,25,36,8.0,9.0
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,25,37,8.3125,9.3125
M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,39,38,7.916666666666667,9.0
